id,review,sentiment
398058,host violated airbnb rules evidence airbnb refund rest stay honestly recommend book apartments mariia hear codeathena team booked experience recommend calling airbnb demand refund things host clean blanket days working washing machine insist host bring technician codeathena team argue works fine providing evidence doesnt work properly apology airbnb team fully equipped kitchen chopping board things hope owner property manage future things bad days themand codeathena reply false inaccurate complained airbnb apartment star guest early complained,negative
467372,location great popular sites walkable plenty restaurants stores arrived late night neighborhood offputting issues apartment clean cozy husband apartment hear elevator issue nighttime recommend place people stay trip athens,positive
357812,loved stay spiros super friendly responsive accommodating early check space cute chic pictured clean comfortable perfect people neighborhood amazing hip centrally located tons foodshoppingbar options door scene pretty lively night weekends noise issues apartment windows basically soundproof recommend visiting athens,positive
76363,eleni generous host clean plenty items stay easy arrived left basics started coffee milk fruit cookies kitchen items eating wanted ate breakfast niceit states stairs problem luging heavy luggage flights stairs fault itthe house great neighborhood felt safe grocery stores restaurants shops close easy loud loved neighborhood bit farther expected long day exploring lazy walk taxi map location major intersection drop taxi drivers lost houseoverall great location great host stay,positive
321101,wonderful stay stella nikons apartment introductions house access straight forward stella quick reply question drinks left arrived apartment photos bathroom kitchen worn darker expected typical older european building charm kitchen bathroom worn character flat clean amazing feature view temple zeus impressive location perfect walking acropolis plaka metro close minute walk wifi good hear street noise bother usair conditioning night appreciated recommend longer shower curtain wet entire floor showered challengewe group adults kids husband join group felt flat suitable smaller group perfect main bedroom cramped double bed room sleep dont mind cozying location cleanliness view beat tight space feel stella offer arrange transportation pick airport cheaper klook app turned reliable drivers contact details day driver contacted waiting landed booked company klook departure things highly recommend cine paris open air cinema guided tour acropolis plaka guide holidays archeological facts greek history greek mythology intertwined felt guide informative stefanos tripadvisor locals app fantastic tour felt knew stroll soak food tour delicious filling fantastic bubble waffle ice cream cafe byfinally athens safe coming country graffiti common wary realised graffiti stella making trip athens memorable highly recommend place visiting athens,positive
252770,happy stay clean spacious bed comfy plenty pillows blankets ended thicker blanket apartment chilly central heating heaters helped gripe noise main door closes loudly left shut opened closed hours day late night early morning windows dont shut noise close ground level hear dustmen abruptly massive issue stay aware location wise pretty close lovely stay john lovely deal answered questions stay highly recommend stay,positive
144703,location superb unit renovated extensive mold damage bathroom turn short stay athens unpleasant experience host address issue,positive
12921,nick helpful host providing valuable tips city welcoming meeting metro dont lost city easily reachable whatsapp addressing doubts arranging cab needed,positive
214538,apartments location ideal city hot spots extremely walkable nikos wonderful host accommodating delayed arrival,positive
369497,travelled lot decade stayed lots spaces assure giotas place kind tiny details meticulously care characterize uniqueness totally white freshly cleaned beddings towels lovely plates cold watermelon oregano honey fresh coffee kitchen shelves smell cleaningness bathroom entrance building yard window minor thatgiota waiting doorstep personally keys staying assuring hours type client matter hard host work happy satisfied person appreciates humble phenomenologically insignificant things matter lifes details place taste mentality greek hospitalityps description accurate bathrooms door opposite bedrooms door step ignore nasty critics,positive
80047,airbnb great location minutes walk downtown acropolis host nice picked airport half cost taxi wanted charge nice solo traveling female felt uncomfortable massage therapist checked asked leave keys apartment door cleaning supplies condom odd recommend airbnb mind ladies kitchen anmities good hot plate microwave fridge cook heat fan nice coffee offered nice ants inside sugar container attracted picky person enjoy stay awkward moment host,positive
465836,fantastic spot enjoyed stay steve wonderful accommodating host assist issues,positive
369047,bad apartment pics clean felt comfortable host omg annoying didnt helpful taxis food places check convenient easy hot water shower amazing lol helped trip breeze,neutral
285162,flat spacious clearn modern mins foot centerthe host heplfull friendlysmall minuses absence cutting board teapot kettlebig minus functual heating airconditioners heaters time cold,positive
60438,view flat unbeatable ive visited athens times waking acropolis close distance balcony unique flat equipped greek coffee spacious party bit cold day temperature low extra comforters warm host pre trip prompt communication flat arrived friendly helpful neighbourhood central major sites walking distance return highly recommend stay,positive
285445,youla great host super nice good recommendations encountered trouble dealt issues apartment nicely decorated minute walk metro easy apartment downfall neighbourhood building feels dodgy good money,positive
307487,stavros place beautiful clean modern updated beautiful recommend planning stay minute airport buy greek sim card service order open buildings door link phone basically key dad loved door feel safe beautiful spot neighborhood explored times mns acropolis parthenon walk worth blankets dad sleeping couch omg cold fast apartment hot athens sun loved,positive
574999,location excellent close restaurants shops bus fairs luggage storage uber excellent grab taxi accommodations poor condition stained sheets mold bathroom table miscommunication host housecleaning arrived dirty airbnb host respond mistake waiting midnight cleaning crew limited toilet paper wash cloths interior nice worked great place received review arrive clean place supplies clean stay recommend decide book stay request sheets pillows pullout sofa couch host told arrived ahead time listed bedroom bed,neutral
41771,der aufenthalt bei dimitri war sehr angenehm der checkin ist sehr unkompliziert und dimitri ist sehr hilfsbereit vor allem dass nachrichten sofort beantwortet hat sehr geholfen und zeigt seine bereitschaft seinen gsten einen angenehmen aufenthalt zu gewhren wir nur zwei nchte waren haben wir die kche kaum genutzt soweit sah aber alles gut ausgestattet aus wohn und schlafzimmer gibt klimaanlagen dies war besonders angenehm weil sehr hei war als wir athen waren der blick vom balkon ist unglaublich wir saen sehr oft dort und haben das treiben der stadt unter uns genossen whrend wir weit oben ber den dchern saen die ausstattung der wohnung ist sehr liebevoll gewhlt leider war die wohnung alles andere als sauber vor allem das bad und die kche wurden wenn berhaupt nur oberflchlich geputzt ich wrde daher hier nicht nochmal bernachten und wenn dann nicht mehr als eine nacht,positive
276307,place fantastic walk archeological museum taxis philippe extremely thoughtful daughter checked flight hours earlier delay place extra clean appointed fairly good tips answering questions highly recommend,positive
54032,perfect stay athens trip location central didnt metro taxis needed flat nice host amazing crazy hour delay flight host checked cab fares walked left bottle wine cried sheer happiness relief recommend stay highly perfect,positive
177995,tonis place offers fantastic accommodations location arrival checkin process completed ease unit larger expected photos separate bedroom complete baths expansive living room area unit met friends traveling location perfect minute walk green blue airport metro lines minute walk major sites including plaka monastiraki flea market acropolis neighborhood lively bars eateries nearby unit comfortable bar nextdoor techcropolis metro issue noise evening highly recommend unit extended stay athens,positive
364054,location house incredible walk easily metro station ermou street bars attractions walking distance photos stayed couples toddler singles days amazing bedroom private shower large kitchen amenities hairdryer shampoos towels hair pressing machine thing elevator hard fit baby stroller building eleni touch helped lot lot eleni lot,positive
366301,super location accomodations good wifi limited bedrooms rear apartment,positive
200612,place located super close metro main attractions athens great food bakery options nearby place clean spacious issues understanding washer dryer greek figured point great recommend taxi pickup airport great,positive
